	chr	source	feature	start	end	score	strand	frame	attribute	close_sites
1648972	11	ensembl_havana	gene	121292681	121313410	.	+	.	" ""SC5D"""	[]
1649052	11	havana	gene	121361854	121362865	.	-	.	" ""BMPR1AP2"""	[]
1649055	11	havana	gene	121426645	121427416	.	-	.	" ""AP002365.1"""	[]
1649058	11	havana	gene	121447331	121453013	.	-	.	" ""AP000977.1"""	[]
1649065	11	ensembl_havana	gene	121452314	121633763	.	+	.	" ""SORL1"""	[]
1649429	11	havana	gene	121674261	121928976	.	+	.	" ""AP001977.1"""	[]
1649446	11	havana	gene	121979571	122025937	.	-	.	" ""AP001924.1"""	[(11, 121936218.0, 122036748.0), (11, 121936369.0, 122036577.0), (11, 121886218.0, 122086748.0), (11, 121886369.0, 122086577.0)]
1649451	11	ensembl	gene	122004355	122004451	.	+	.	" ""RNU6-256P"""	[(11, 121936218.0, 122036748.0), (11, 121936369.0, 122036577.0), (11, 121886218.0, 122086748.0), (11, 121886369.0, 122086577.0)]
1649454	11	havana_tagene	gene	122026093	122027667	.	+	.	" ""AP001924.2"""	[(11, 121936218.0, 122036748.0), (11, 121936369.0, 122036577.0), (11, 121886218.0, 122086748.0), (11, 121886369.0, 122086577.0)]
1649458	11	havana	gene	122028325	122556721	.	-	.	" ""MIR100HG"""	[]
1649893	11	mirbase	gene	122099757	122099844	.	-	.	" ""MIR125B1"""	[]
1649896	11	ensembl_havana	gene	122115340	122116215	.	-	.	" ""BLID"""	[]
1649904	11	mirbase	gene	122146522	122146593	.	-	.	" ""MIRLET7A2"""	[]
1649907	11	mirbase	gene	122152229	122152308	.	-	.	" ""MIR100"""	[]
1649910	11	havana	gene	122294938	122301763	.	-	.	" ""AP000755.1"""	[]
1649914	11	havana	gene	122295190	122308019	.	+	.	" ""AP000755.2"""	[]
1649919	11	ensembl	gene	122449210	122449331	.	+	.	" ""RNU4ATAC10P"""	[]
1649922	11	ensembl	gene	122451474	122451599	.	+	.	" ""RNU4ATAC5P"""	[]
1649925	11	ensembl	gene	122579205	122579307	.	-	.	" ""RNU6-592P"""	[]
1649928	11	havana	gene	122613444	122614486	.	-	.	" ""GLULP3"""	[]
1649931	11	havana	gene	122618851	122619274	.	+	.	" ""AP002469.1"""	[]
1649934	11	ensembl_havana	gene	122655722	122814473	.	+	.	" ""UBASH3B"""	[]
1649999	11	havana_tagene	gene	122679801	122681942	.	-	.	" ""AP002762.3"""	[]
1650003	11	ensembl	gene	122726208	122726311	.	-	.	" ""AP002762.1"""	[]
1650006	11	havana	gene	122751147	122851617	.	-	.	" ""AP002762.2"""	[]
1650015	11	ensembl_havana	gene	122838500	122872643	.	+	.	" ""CRTAM"""	[]
1650061	11	ensembl_havana	gene	122882528	122959798	.	+	.	" ""JHY"""	[]
1650122	11	ensembl	gene	122927034	122927173	.	+	.	" ""RNU4-23P"""	[]
1650125	11	havana	gene	122960327	122961086	.	+	.	" ""ATP5PBP5"""	[]
1650128	11	ensembl_havana	gene	122977570	122981834	.	-	.	" ""BSX"""	[]
1650140	11	havana	gene	123017638	123018661	.	+	.	" ""AP003040.1"""	[]
1650143	11	havana	gene	123035867	123036224	.	+	.	" ""RPL34P23"""	[]
1650146	11	havana	gene	123049787	123050353	.	-	.	" ""RPS26P43"""	[]
1650150	11	havana	gene	123051161	123051401	.	+	.	" ""RPL31P47"""	[]
1650153	11	ensembl_havana	gene	123057489	123063230	.	-	.	" ""HSPA8"""	[]
1650442	11	ensembl	gene	123058077	123058161	.	-	.	" ""SNORD14E"""	[]
1650445	11	ensembl	gene	123058909	123058995	.	-	.	" ""SNORD14D"""	[]
1650448	11	ensembl	gene	123059335	123059422	.	-	.	" ""SNORD14C"""	[]
1650451	11	havana_tagene	gene	123062655	123084870	.	+	.	" ""AP000926.2"""	[]
1650456	11	ensembl_havana	gene	123069872	123195248	.	-	.	" ""CLMP"""	[]
1650492	11	havana	gene	123135923	123136376	.	-	.	" ""AP000926.1"""	[]
1650495	11	havana	gene	123188802	123228502	.	+	.	" ""AP001970.1"""	[]
1650502	11	ensembl	gene	123301390	123301523	.	+	.	" ""U8"""	[]
1650505	11	havana	gene	123313657	123315340	.	-	.	" ""LINC02727"""	[]
1650521	11	havana	gene	123340174	123340714	.	-	.	" ""PHBP17"""	[]
1650524	11	ensembl_havana	gene	123358428	123627774	.	+	.	" ""GRAMD1B"""	[]
1651028	11	mirbase	gene	123381440	123381512	.	-	.	" ""MIR4493"""	[]
1651031	11	havana	gene	123597946	123599452	.	-	.	" ""SF3A3P2"""	[]
1651034	11	ensembl_havana	gene	123629187	123655244	.	-	.	" ""SCN3B"""	[]
1651170	11	havana	gene	123668499	123675569	.	+	.	" ""AP002765.1"""	[]
1651176	11	ensembl_havana	gene	123723914	123741675	.	-	.	" ""ZNF202"""	[]
1651289	11	ensembl_havana	gene	123753488	123754545	.	-	.	" ""OR6X1"""	[]
1651297	11	ensembl	gene	123763927	123764089	.	+	.	" ""RNU1-21P"""	[]
1651300	11	ensembl_havana	gene	123805335	123806387	.	-	.	" ""OR6M1"""	[]
1651308	11	havana	gene	123839035	123841930	.	-	.	" ""OR6M2P"""	[]
1651314	11	havana	gene	123861822	123862521	.	-	.	" ""OR6M3P"""	[]
1651317	11	ensembl_havana	gene	123882920	123885670	.	-	.	" ""TMEM225"""	[]
1651342	11	ensembl_havana	gene	123902167	123909229	.	+	.	" ""OR8D4"""	[]
1651359	11	ensembl_havana	gene	123939543	123940637	.	+	.	" ""OR4D5"""	[]
1651367	11	ensembl_havana	gene	123942785	123943873	.	-	.	" ""OR6T1"""	[]
1651375	11	ensembl_havana	gene	123976661	123977781	.	-	.	" ""OR10S1"""	[]
1651390	11	havana	gene	123994163	123995161	.	-	.	" ""OR10G6"""	[]
1651396	11	havana	gene	124009655	124010012	.	+	.	" ""OR10G5P"""	[]
1651399	11	ensembl_havana	gene	124012997	124018732	.	+	.	" ""OR10G4"""	[]
1651425	11	ensembl_havana	gene	124023013	124023948	.	+	.	" ""OR10G9"""	[]
1651431	11	ensembl_havana	gene	124026798	124030634	.	+	.	" ""OR10G8"""	[]
1651447	11	ensembl_havana	gene	124036013	124041325	.	-	.	" ""OR10G7"""	[]
1651462	11	havana	gene	124054793	124055707	.	+	.	" ""OR10D5P"""	[]
1651465	11	havana	gene	124093582	124094532	.	-	.	" ""OR10D4P"""	[]
1651468	11	havana	gene	124104965	124111092	.	-	.	" ""OR10N1P"""	[]
1651478	11	ensembl_havana	gene	124115404	124147721	.	+	.	" ""VWA5A"""	[]
1651643	11	havana	gene	124158421	124159356	.	+	.	" ""OR10D1P"""	[]
1651646	11	havana	gene	124183345	124188780	.	+	.	" ""OR10D3"""	[]
1651672	11	havana	gene	124207183	124208112	.	+	.	" ""OR8F1P"""	[]
1651675	11	havana	gene	124211707	124215828	.	+	.	" ""OR8G3P"""	[]
1651685	11	havana	gene	124224732	124225639	.	+	.	" ""OR8G2P"""	[]
1651688	11	havana	gene	124238420	124239486	.	+	.	" ""OR8G7P"""	[]
1651692	11	ensembl_havana	gene	124241095	124254364	.	+	.	" ""OR8G1"""	[]
1651709	11	ensembl_havana	gene	124256376	124266218	.	+	.	" ""OR8G5"""	[]
1651731	11	havana	gene	124273970	124274581	.	+	.	" ""SLC5A4P1"""	[]
1651734	11	ensembl_havana	gene	124302831	124315099	.	-	.	" ""OR8D1"""	[]
1651766	11	ensembl_havana	gene	124319238	124320288	.	-	.	" ""OR8D2"""	[]
1651774	11	havana	gene	124324871	124325789	.	-	.	" ""OR8B7P"""	[]
1651777	11	havana	gene	124338783	124339662	.	-	.	" ""OR8B6P"""	[]
1651780	11	havana	gene	124357560	124358469	.	-	.	" ""OR8B5P"""	[]
1651783	11	havana	gene	124365465	124367298	.	-	.	" ""OR8B1P"""	[]
1651789	11	havana	gene	124376877	124377801	.	-	.	" ""OR8C1P"""	[]
1651792	11	ensembl_havana	gene	124382394	124384462	.	-	.	" ""OR8B2"""	[]
1651807	11	ensembl_havana	gene	124395534	124399024	.	-	.	" ""OR8B3"""	[]
1651822	11	havana	gene	124404234	124405102	.	-	.	" ""OR8X1P"""	[]
1651825	11	havana	gene	124406997	124414792	.	-	.	" ""AP001804.1"""	[]
1651830	11	ensembl_havana	gene	124423904	124424893	.	-	.	" ""OR8B4"""	[]
1651838	11	ensembl_havana	gene	124437445	124445696	.	-	.	" ""OR8B8"""	[]
1651857	11	havana	gene	124460534	124461485	.	+	.	" ""OR8A2P"""	[]
1651860	11	havana	gene	124476963	124482870	.	-	.	" ""OR8B9P"""	[]
1651866	11	havana	gene	124516311	124517242	.	-	.	" ""OR8B10P"""	[]
1651869	11	havana	gene	124531625	124531910	.	+	.	" ""OR8A3P"""	[]
1651872	11	havana	gene	124538500	124539334	.	-	.	" ""AP000916.1"""	[]
1651875	11	ensembl_havana	gene	124539635	124545333	.	-	.	" ""OR8B12"""	[]
1651887	11	ensembl_havana	gene	124566660	124582942	.	+	.	" ""OR8A1"""	[(11, 124563523.0, 124764040.0), (11, 124563663.0, 124763903.0)]
1651915	11	havana	gene	124601584	124602238	.	+	.	" ""OR8Q1P"""	[(11, 124563523.0, 124764040.0), (11, 124563663.0, 124763903.0)]
1651918	11	ensembl_havana	gene	124611428	124620356	.	+	.	" ""PANX3"""	[(11, 124563523.0, 124764040.0), (11, 124563663.0, 124763903.0)]
1651932	11	ensembl_havana	gene	124622836	124635926	.	+	.	" ""TBRG1"""	[(11, 124613523.0, 124714040.0), (11, 124613663.0, 124713903.0), (11, 124563523.0, 124764040.0), (11, 124563663.0, 124763903.0)]
1652055	11	ensembl_havana	gene	124633113	124695707	.	-	.	" ""SIAE"""	[(11, 124613523.0, 124714040.0), (11, 124613663.0, 124713903.0), (11, 124563523.0, 124764040.0), (11, 124563663.0, 124763903.0)]
1652150	11	ensembl	gene	124636459	124636592	.	+	.	" ""RNA5SP352"""	[(11, 124613523.0, 124714040.0), (11, 124613663.0, 124713903.0), (11, 124563523.0, 124764040.0), (11, 124563663.0, 124763903.0)]
1652153	11	ensembl_havana	gene	124673798	124697518	.	+	.	" ""SPA17"""	[(11, 124613523.0, 124714040.0), (11, 124613663.0, 124713903.0), (11, 124563523.0, 124764040.0), (11, 124563663.0, 124763903.0)]
1652192	11	ensembl_havana	gene	124739942	124747210	.	+	.	" ""NRGN"""	[(11, 124563523.0, 124764040.0), (11, 124563663.0, 124763903.0)]
1652219	11	havana	gene	124744634	124746337	.	-	.	" ""AP000866.5"""	[(11, 124563523.0, 124764040.0), (11, 124563663.0, 124763903.0)]
1652224	11	ensembl_havana	gene	124747474	124752255	.	-	.	" ""VSIG2"""	[(11, 124563523.0, 124764040.0), (11, 124563663.0, 124763903.0)]
1652261	11	ensembl_havana	gene	124752583	124762290	.	-	.	" ""ESAM"""	[(11, 124563523.0, 124764040.0), (11, 124563663.0, 124763903.0)]
1652333	11	havana	gene	124759129	124766119	.	+	.	" ""AP000866.2"""	[]
1652343	11	ensembl_havana	gene	124766498	124800673	.	-	.	" ""MSANTD2"""	[]
1652418	11	ensembl_havana	gene	124789240	124792818	.	-	.	" ""AP000866.6"""	[]
1652423	11	havana	gene	124791228	124791660	.	+	.	" ""AP000866.3"""	[]
1652426	11	havana	gene	124800424	124834487	.	+	.	" ""AP000866.1"""	[]
1652513	11	havana	gene	124807822	124808269	.	-	.	" ""AP000866.4"""	[]
1652516	11	ensembl_havana	gene	124865432	124881471	.	+	.	" ""ROBO3"""	[]
1652782	11	ensembl_havana	gene	124883691	124898500	.	-	.	" ""ROBO4"""	[]
1652910	11	havana	gene	124883691	124887789	.	+	.	" ""AP003501.1"""	[]
1652914	11	havana	gene	124891304	124892126	.	+	.	" ""AP003501.2"""	[]
1652918	11	ensembl_havana	gene	124919205	124936412	.	-	.	" ""HEPACAM"""	[]
1652944	11	ensembl_havana	gene	124919244	124920677	.	+	.	" ""HEPN1"""	[]
1652952	11	havana	gene	124949205	124954044	.	-	.	" ""CCDC15-DT"""	[]
1652965	11	ensembl_havana	gene	124954121	125041489	.	+	.	" ""CCDC15"""	[]
1653048	11	ensembl_havana	gene	125063067	125090312	.	+	.	" ""SLC37A2"""	[]
1653184	11	ensembl_havana	gene	125096545	125111763	.	-	.	" ""TMEM218"""	[]
1653395	11	havana	gene	125113161	125126781	.	+	.	" ""KRT18P59"""	[]
1653401	11	havana	gene	125132847	125139587	.	-	.	" ""AP001007.2"""	[]
1653405	11	havana	gene	125158461	125164609	.	-	.	" ""PKNOX2-AS1"""	[]
1653410	11	ensembl_havana	gene	125164687	125433389	.	+	.	" ""PKNOX2"""	[]
1653577	11	havana	gene	125188115	125191404	.	+	.	" ""AP001007.3"""	[]
1653585	11	havana	gene	125258626	125266798	.	-	.	" ""AP001007.1"""	[]
1653589	11	ensembl	gene	125277552	125277657	.	+	.	" ""RNU6-321P"""	[]
1653592	11	ensembl_havana	gene	125442881	125592568	.	-	.	" ""FEZ1"""	[]
1653734	11	havana	gene	125495214	125499528	.	+	.	" ""AP000708.1"""	[]
1653738	11	ensembl_havana	gene	125569280	125584684	.	+	.	" ""EI24"""	[]
1654010	11	ensembl	gene	125574719	125574818	.	+	.	" ""RNU6-1156P"""	[]
1654013	11	ensembl_havana	gene	125591712	125625215	.	+	.	" ""STT3A"""	[]
1654278	11	ensembl_havana	gene	125625665	125676255	.	+	.	" ""CHEK1"""	[]
1654624	11	ensembl	gene	125649746	125649887	.	+	.	" ""RNU2-35P"""	[]
1654627	11	ensembl_havana	gene	125671522	125680874	.	-	.	" ""ACRV1"""	[]
1654684	11	ensembl_havana	gene	125746279	125749867	.	+	.	" ""PATE1"""	[]
1654716	11	ensembl_havana	gene	125776113	125778828	.	-	.	" ""PATE2"""	[]
1654741	11	ensembl_havana	gene	125788127	125791600	.	+	.	" ""PATE3"""	[]
1654753	11	ensembl_havana	gene	125833316	125840072	.	+	.	" ""PATE4"""	[]
1654777	11	havana	gene	125873031	125874528	.	-	.	" ""AP000842.3"""	[]
1654783	11	ensembl_havana	gene	125883614	125900648	.	+	.	" ""HYLS1"""	[]
1654819	11	ensembl_havana	gene	125893485	125903221	.	-	.	" ""PUS3"""	[]
1654873	11	havana	gene	125903247	125938916	.	-	.	" ""AP000842.2"""	[]
1654882	11	ensembl_havana	gene	125903348	125943702	.	+	.	" ""DDX25"""	[]
1655046	11	havana	gene	125940496	125941193	.	-	.	" ""AP000842.1"""	[]
1655049	11	havana	gene	125946056	125958647	.	+	.	" ""VSIG10L2"""	[]
1655089	11	ensembl_havana	gene	125955796	126063335	.	-	.	" ""CDON"""	[]
1655279	11	havana	gene	126067539	126068601	.	+	.	" ""NAP1L1P1"""	[]
1655282	11	havana	gene	126100505	126102413	.	-	.	" ""AP000821.1"""	[]
1655285	11	havana_tagene	gene	126121889	126128081	.	-	.	" ""AP000821.2"""	[]
1655290	11	havana	gene	126160714	126176035	.	+	.	" ""AP001893.3"""	[]
1655294	11	havana	gene	126179497	126179698	.	-	.	" ""AP001893.2"""	[]
1655297	11	ensembl_havana	gene	126202096	126211692	.	-	.	" ""RPUSD4"""	[(11, 126181854.0, 126382094.0)]
1655379	11	havana	gene	126208611	126209027	.	-	.	" ""AP001893.1"""	[(11, 126181854.0, 126382094.0)]
1655383	11	ensembl_havana	gene	126211724	126262984	.	+	.	" ""FAM118B"""	[(11, 126181854.0, 126382094.0)]
1655528	11	ensembl	gene	126214260	126214478	.	-	.	" ""RNU4-86P"""	[(11, 126181854.0, 126382094.0)]
1655531	11	ensembl	gene	126245035	126245282	.	+	.	" ""RN7SL351P"""	[(11, 126231854.0, 126332094.0), (11, 126181854.0, 126382094.0)]
1655534	11	ensembl_havana	gene	126262938	126269144	.	-	.	" ""SRPRA"""	[(11, 126231854.0, 126332094.0), (11, 126181854.0, 126382094.0)]
1655620	11	ensembl_havana	gene	126269055	126278131	.	+	.	" ""FOXRED1"""	[(11, 126231854.0, 126332094.0), (11, 126181854.0, 126382094.0)]
1655807	11	havana	gene	126278257	126278577	.	-	.	" ""RPL35AP26"""	[(11, 126271854.0, 126292094.0), (11, 126231854.0, 126332094.0), (11, 126181854.0, 126382094.0)]
1655810	11	ensembl_havana	gene	126283065	126298845	.	+	.	" ""TIRAP"""	[(11, 126231854.0, 126332094.0), (11, 126181854.0, 126382094.0)]
1655898	11	havana	gene	126292922	126294254	.	-	.	" ""AP001318.1"""	[(11, 126231854.0, 126332094.0), (11, 126181854.0, 126382094.0)]
1655902	11	havana	gene	126294298	126304318	.	-	.	" ""AP001318.2"""	[(11, 126231854.0, 126332094.0), (11, 126181854.0, 126382094.0)]
1655909	11	ensembl_havana	gene	126304060	126350005	.	+	.	" ""DCPS"""	[(11, 126181854.0, 126382094.0)]
1655954	11	havana	gene	126340889	126355587	.	-	.	" ""GSEC"""	[(11, 126181854.0, 126382094.0)]
1655962	11	ensembl_havana	gene	126355640	126440344	.	+	.	" ""ST3GAL4"""	[]
1656355	11	havana	gene	126376773	126376893	.	-	.	" ""AP001318.3"""	[(11, 126181854.0, 126382094.0)]
1656358	11	havana	gene	126423358	127003460	.	-	.	" ""KIRREL3"""	[]
1656496	11	havana	gene	126543947	126610948	.	+	.	" ""KIRREL3-AS1"""	[]
1656500	11	havana	gene	126652852	126682104	.	+	.	" ""AP001783.1"""	[]
1656507	11	havana	gene	126920188	126940659	.	-	.	" ""AP002833.1"""	[]
1656511	11	havana	gene	126934886	126937150	.	-	.	" ""AP002833.3"""	[]
1656514	11	havana	gene	126940746	126945090	.	+	.	" ""KIRREL3-AS2"""	[]
1656523	11	mirbase	gene	126988458	126988542	.	-	.	" ""MIR3167"""	[]
1656526	11	havana	gene	126992452	126995458	.	+	.	" ""AP002833.2"""	[]
1656530	11	ensembl_havana	gene	127002910	127006058	.	+	.	" ""KIRREL3-AS3"""	[]
1656538	11	havana	gene	127021736	127172363	.	+	.	" ""AP001993.1"""	[]
1656740	11	havana	gene	127188885	127223449	.	+	.	" ""AP003121.1"""	[]
1656753	11	havana	gene	127271029	127337033	.	+	.	" ""LINC02712"""	[]
1656762	11	ensembl	gene	127406028	127406332	.	-	.	" ""RN7SKP121"""	[]
1656765	11	ensembl	gene	127407851	127408148	.	+	.	" ""RN7SKP279"""	[]
1656768	11	havana	gene	127657568	127657877	.	+	.	" ""AP003532.1"""	[]
1656771	11	havana	gene	127940913	127941654	.	-	.	" ""AP001000.1"""	[]
1656774	11	havana	gene	128095758	128183671	.	+	.	" ""LINC02725"""	[]
1656824	11	havana	gene	128208749	128241441	.	+	.	" ""LINC02098"""	[]
1656845	11	ensembl_havana	gene	128458761	128587558	.	-	.	" ""ETS1"""	[]
1656964	11	mirbase	gene	128522390	128522449	.	+	.	" ""MIR6090"""	[]
1656967	11	havana	gene	128526142	128530389	.	+	.	" ""ETS1-AS1"""	[]
1656973	11	havana	gene	128614340	128686922	.	-	.	" ""AP001122.1"""	[]
1656994	11	ensembl_havana	gene	128686535	128813267	.	+	.	" ""FLI1"""	[]
1657149	11	havana	gene	128691672	128696023	.	-	.	" ""SENCR"""	[]
1657154	11	ensembl_havana	gene	128836315	128867373	.	-	.	" ""KCNJ1"""	[]
1657221	11	havana	gene	128880325	128880668	.	-	.	" ""AP000920.1"""	[]
1657224	11	ensembl_havana	gene	128891356	128921163	.	+	.	" ""KCNJ5"""	[]
1657257	11	ensembl_havana	gene	128899565	128906069	.	-	.	" ""C11orf45"""	[]
1657298	11	ensembl_havana	gene	128934731	128943399	.	-	.	" ""TP53AIP1"""	[]
1657357	11	ensembl_havana	gene	128965060	129279324	.	-	.	" ""ARHGAP32"""	[]
1657551	11	ensembl	gene	128993237	128993340	.	-	.	" ""RNU6-876P"""	[]
1657554	11	ensembl	gene	129030459	129030572	.	+	.	" ""Y_RNA"""	[]
1657557	11	ensembl	gene	129202966	129203070	.	+	.	" ""RNU6-874P"""	[(11, 129180485.0, 129380755.0)]
1657560	11	havana	gene	129295286	129296481	.	-	.	" ""ZNF123P"""	[(11, 129230485.0, 129330755.0), (11, 129180485.0, 129380755.0)]
1657563	11	ensembl_havana	gene	129375848	129452279	.	+	.	" ""BARX2"""	[]
1657579	11	havana	gene	129537869	129538114	.	+	.	" ""RPS27P20"""	[]
1657582	11	havana	gene	129591493	129612110	.	+	.	" ""AP003500.1"""	[]
1657586	11	havana	gene	129612116	129617269	.	-	.	" ""LINC01395"""	[]
1657592	11	havana_tagene	gene	129761713	129814690	.	-	.	" ""AP003327.2"""	[]
1657598	11	havana	gene	129788064	129788190	.	-	.	" ""AP003327.1"""	[]
1657601	11	ensembl_havana	gene	129815848	129860003	.	+	.	" ""TMEM45B"""	[]
1657650	11	ensembl_havana	gene	129863636	129895590	.	-	.	" ""NFRKB"""	[]
1657961	11	ensembl_havana	gene	129899706	130002835	.	-	.	" ""PRDM10"""	[]
1658281	11	havana	gene	130002938	130004356	.	+	.	" ""LINC00167"""	[]
1658284	11	havana	gene	130008586	130009765	.	+	.	" ""AP003041.1"""	[]
1658287	11	havana	gene	130032866	130033220	.	-	.	" ""ELOBP2"""	[]
1658290	11	havana	gene	130040365	130041071	.	+	.	" ""AP003041.2"""	[]
1658293	11	ensembl_havana	gene	130068147	130144811	.	+	.	" ""APLP2"""	[]
1658677	11	havana	gene	130082495	130082781	.	-	.	" ""RPL34P21"""	[]
1658680	11	ensembl	gene	130114251	130114335	.	-	.	" ""U4"""	[]
1658683	11	ensembl_havana	gene	130159782	130210362	.	+	.	" ""ST14"""	[]
1658747	11	ensembl_havana	gene	130226677	130314917	.	-	.	" ""ZBTB44"""	[]
1658900	11	havana	gene	130285023	130285833	.	-	.	" ""AC019227.1"""	[]
1658904	11	havana	gene	130295641	130296946	.	+	.	" ""DDX18P5"""	[]
1658907	11	ensembl	gene	130310180	130310476	.	+	.	" ""RN7SL778P"""	[]
1658910	11	havana	gene	130314993	130403657	.	+	.	" ""ZBTB44-DT"""	[]
1658939	11	ensembl_havana	gene	130404923	130428609	.	-	.	" ""ADAMTS8"""	[]
1658968	11	ensembl_havana	gene	130448974	130476641	.	+	.	" ""ADAMTS15"""	[]
1658989	11	havana	gene	130544643	130544856	.	-	.	" ""AP004371.1"""	[]
1658992	11	havana	gene	130546799	130547429	.	-	.	" ""BAK1P2"""	[]
1658995	11	mirbase	gene	130666735	130666803	.	+	.	" ""MIR8052"""	[]
1658998	11	ensembl_havana	gene	130672956	130717352	.	+	.	" ""C11orf44"""	[]
1659003	11	havana_tagene	gene	130771413	130785533	.	-	.	" ""AP003486.2"""	[]
1659008	11	havana	gene	130789231	130791025	.	-	.	" ""PPP1R10P1"""	[]
1659011	11	havana	gene	130844191	130865561	.	-	.	" ""LINC02551"""	[]
1659025	11	havana	gene	130866254	130870247	.	-	.	" ""AP003486.1"""	[]
1659028	11	ensembl_havana	gene	130875436	130916509	.	-	.	" ""SNX19"""	[]
1659205	11	ensembl	gene	131004128	131004429	.	-	.	" ""RN7SL167P"""	[]
1659208	11	havana	gene	131187022	131189753	.	+	.	" ""AP002856.3"""	[]
1659212	11	havana	gene	131204999	131215163	.	+	.	" ""AP002856.1"""	[]
1659216	11	havana	gene	131234538	131251816	.	+	.	" ""AP002856.4"""	[]
1659220	11	havana	gene	131253422	131350917	.	+	.	" ""AP002856.2"""	[]
1659227	11	ensembl_havana	gene	131370478	132336822	.	+	.	" ""NTM"""	[]
1659444	11	ensembl	gene	131385249	131385363	.	+	.	" ""RNU6ATAC12P"""	[]
1659447	11	havana	gene	131502735	131540867	.	-	.	" ""AP003025.1"""	[]
1659465	11	havana	gene	131542030	131581145	.	-	.	" ""AP003025.2"""	[]
1659477	11	havana	gene	131622451	131663583	.	-	.	" ""NTM-AS1"""	[]
1659487	11	havana	gene	131770795	131771638	.	-	.	" ""AP004372.1"""	[]
1659490	11	havana	gene	131877680	131897108	.	-	.	" ""AP000844.2"""	[]
1659494	11	havana	gene	131981096	131984661	.	-	.	" ""AP000844.1"""	[]
1659498	11	havana	gene	132284302	132285081	.	+	.	" ""NTM-IT"""	[]
1659502	11	havana	gene	132403360	132404060	.	-	.	" ""AP000843.1"""	[]
1659505	11	ensembl_havana	gene	132414977	133532519	.	-	.	" ""OPCML"""	[]
1659623	11	ensembl	gene	132525809	132525887	.	+	.	" ""U6"""	[]
1659626	11	havana	gene	132771623	132773371	.	-	.	" ""AP003784.1"""	[]
1659629	11	havana	gene	132859245	132860077	.	-	.	" ""OPCML-IT2"""	[]
1659633	11	havana	gene	133064697	133068129	.	+	.	" ""AP004782.1"""	[]
1659636	11	havana	gene	133297189	133302634	.	-	.	" ""AP003972.1"""	[]
1659639	11	havana	gene	133360029	133366080	.	-	.	" ""OPCML-IT1"""	[]
1659643	11	havana_tagene	gene	133532415	133549866	.	+	.	" ""AP004606.1"""	[]
1659647	11	havana	gene	133783671	133810376	.	-	.	" ""LINC02743"""	[]
1659652	11	ensembl_havana	gene	133840631	133845538	.	-	.	" ""SPATA19"""	[]
1659691	11	havana	gene	133864877	133865627	.	-	.	" ""AP001979.1"""	[]
1659694	11	ensembl_havana	gene	133896438	133956985	.	-	.	" ""IGSF9B"""	[]
1659820	11	mirbase	gene	133898504	133898581	.	-	.	" ""MIR4697"""	[]
1659823	11	havana	gene	134008215	134030167	.	+	.	" ""LINC02730"""	[]
1659843	11	havana	gene	134032216	134067936	.	+	.	" ""LINC02731"""	[]
1659880	11	havana	gene	134035832	134037107	.	-	.	" ""AP000911.1"""	[]
1659884	11	ensembl_havana	gene	134069071	134152001	.	+	.	" ""JAM3"""	[]
1659977	11	havana	gene	134123828	134124329	.	-	.	" ""PTP4A2P2"""	[]
1659980	11	ensembl_havana	gene	134150119	134225454	.	-	.	" ""NCAPD3"""	[]
1660298	11	havana	gene	134173095	134173680	.	+	.	" ""AP001775.1"""	[]
1660301	11	havana	gene	134178824	134186166	.	+	.	" ""AP001775.2"""	[]
1660305	11	ensembl_havana	gene	134224671	134247788	.	+	.	" ""VPS26B"""	[]
1660373	11	ensembl_havana	gene	134248279	134253370	.	-	.	" ""THYN1"""	[]
1660476	11	ensembl_havana	gene	134253495	134265855	.	+	.	" ""ACAD8"""	[]
1660650	11	ensembl_havana	gene	134274245	134319564	.	+	.	" ""GLB1L3"""	[]
1660784	11	havana	gene	134316782	134317088	.	-	.	" ""AP000859.1"""	[]
